,Polarity,ids,date,flag,user,Tweet
214590,0,1975273555,Sat May 30 14:48:47 PDT 2009,NO_QUERY,amysav83,i cannot see my pic  mind u thats not a bad thing!!
43617,0,1676583483,Fri May 01 22:29:42 PDT 2009,NO_QUERY,janjan1979,"@aussienkotbfan have an engagement party tonight.  Chloe is coming with us but Jonah is getting babysat for the first time, I'll miss him "
201135,0,1971825339,Sat May 30 07:58:59 PDT 2009,NO_QUERY,thisisKaylin,My poor finger is still sore and now its all swollen 
185202,0,1967904112,Fri May 29 20:25:16 PDT 2009,NO_QUERY,Shanell_Nija,Ugh this night sucks! I still love Kobe but I just wanted Melo to take it! 
132827,0,1835851553,Mon May 18 06:52:58 PDT 2009,NO_QUERY,jeenious,@whatbenwhat gross. 
340905,0,2014934410,Wed Jun 03 03:10:09 PDT 2009,NO_QUERY,Ashleymc6,"Time to go to class, definitely gonna need a nap today thanks to that stupid bird "
313792,0,2001836312,Tue Jun 02 02:14:29 PDT 2009,NO_QUERY,karinb_za,@blindcripple I need coffee.  I'm so sick of these cats. 
527419,0,2194634147,Tue Jun 16 10:03:26 PDT 2009,NO_QUERY,KalaPugh,Looks like no break today  8 straight hour at partymart . . . I think there might be some fun in this store Hehe!
231556,0,1978986575,Sun May 31 01:11:06 PDT 2009,NO_QUERY,emilylouisemei,supersick and hating it 
497742,0,2185982005,Mon Jun 15 18:11:13 PDT 2009,NO_QUERY,Rosni477,Woke up at the wrong side of the bed today 
638460,0,2234463926,Thu Jun 18 23:06:13 PDT 2009,NO_QUERY,rachel_gonzales,"I can't sleep  I have way too much on my mind. I hate that!! I read for a bit, but that didn't make me tired either.. Ughhhh"
104114,0,1822351575,Sat May 16 19:22:36 PDT 2009,NO_QUERY,DreMurphy,"@MileyCyrusI feel right now, like Jesus is looking down on me with a disappointed face for breaking a promise I made to him. "
627076,0,2230806276,Thu Jun 18 17:37:54 PDT 2009,NO_QUERY,JayDeRichardson,@andyjohnsonuk Is that good then because I only heard bad things about it so I never tried it.  Or are you on about some album or summat?
146553,0,1882517624,Fri May 22 07:00:59 PDT 2009,NO_QUERY,DAVEKUSH,Last day in the Village 
590807,0,2217443415,Wed Jun 17 20:52:38 PDT 2009,NO_QUERY,itsdomyo,I feel like cryin. Fuck! Miss my baby. Want my smile.  {WeDoItLikeItsLegal&lt;3}
590463,0,2217328125,Wed Jun 17 20:42:41 PDT 2009,NO_QUERY,FlorescentPoppy,i miss dance 
360043,0,2046166122,Fri Jun 05 11:47:17 PDT 2009,NO_QUERY,VickyArdon,We just got caught. 
228629,0,1978303286,Sat May 30 22:58:20 PDT 2009,NO_QUERY,rafa4424,Noo!! never     RE:mileycyrus: plllleeeasseee vote for me for the mtv movie awards! omgosh i am a nervous wreck  ahhh
311113,0,2001233661,Tue Jun 02 00:14:16 PDT 2009,NO_QUERY,Em_ilyxXx,"@BBRRIITTTTYY  its very depressing, I need my TV shows! haha, my faves always get axed! eg One Tree Hill! ='("
459395,0,2072164094,Sun Jun 07 20:30:51 PDT 2009,NO_QUERY,nicoloolie,needs the DVD of CSI: Miami 
567365,0,2207165601,Wed Jun 17 07:34:21 PDT 2009,NO_QUERY,Smophs,@gfalcone601 I was just thinking the same thing! My day seems to have been wasted on housework 
105441,0,1823042809,Sat May 16 20:58:55 PDT 2009,NO_QUERY,decadentdamsel,@thisisryanross Please don't 
149564,0,1883467869,Fri May 22 08:35:54 PDT 2009,NO_QUERY,vivalaemily,i'm tired. and feel slightly ill. 
784715,0,2324237301,Thu Jun 25 02:38:46 PDT 2009,NO_QUERY,lunaricstardust,"I just played Cubis 2 on my ipod for about 2 hours.. and I cannot stop sneezing, so I cant fall asleep - gahhhhh "
458301,0,2071856112,Sun Jun 07 20:01:33 PDT 2009,NO_QUERY,Swimrae21,not excited about working tomorrow at 6am!  had a GREAT weekend though! 
724052,0,2261959513,Sat Jun 20 21:38:31 PDT 2009,NO_QUERY,infamousLaFlair,i wont be baqkon til July 10th! 
731096,0,2263739904,Sun Jun 21 01:40:23 PDT 2009,NO_QUERY,tevensso,@IanDSeggie Tell me about it... 
712990,0,2258696417,Sat Jun 20 16:20:50 PDT 2009,NO_QUERY,TheCityofLights,"My mother just set me off, sorry brittany "
445164,0,2068040985,Sun Jun 07 13:23:48 PDT 2009,NO_QUERY,AstroZombie13,@xCemeteryDrivex oh u mean I'm not ur friend? 
681889,0,2249856722,Fri Jun 19 23:09:50 PDT 2009,NO_QUERY,PromoMarketer,@mickeygomez  Thanks Mickey. I gave her some pain meds and trying to soothe her.  And telling her she was good in her life.  Sad  
614712,0,2225998649,Thu Jun 18 11:24:27 PDT 2009,NO_QUERY,bletherer,Guess who tripped over a kerbstone on the walk home and is now having difficulty walking 
357664,0,2044820174,Fri Jun 05 09:51:55 PDT 2009,NO_QUERY,CoreySniggo,@missmoco I swear I exist love...why haven't I seen you since you've been back home?  we had a date set.
16691,0,1556012338,Sat Apr 18 21:21:54 PDT 2009,NO_QUERY,retrobelle,Going to bed but not tired  Busy day tomorrow.
135589,0,1879925924,Thu May 21 23:33:12 PDT 2009,NO_QUERY,bubu_,"i still need you, i still care about you, i still feel you like i'm right beside you...and i still love you "
631409,0,2232320918,Thu Jun 18 19:45:06 PDT 2009,NO_QUERY,twitganesh,Tried to look out for friends .Don't find any  
311788,0,2001377275,Tue Jun 02 00:41:11 PDT 2009,NO_QUERY,SiahSaySo,@litalea i mean (COPYRIGHT).....kno wut forget it....im going to bed  my shyt wasnt as cool as twiggers....im freaking jealous 
551429,0,2203160136,Tue Jun 16 23:08:57 PDT 2009,NO_QUERY,amandaerm,hasn't had time for the net I NEED my blackberry back I miss it 
610547,0,2224213838,Thu Jun 18 09:13:36 PDT 2009,NO_QUERY,ajerman,"@oudiantebi Yeah, now make it drop in my house. "
602777,0,2221485393,Thu Jun 18 05:28:21 PDT 2009,NO_QUERY,twilightviii,hates this feeling. Maga pa din foot ko  http://plurk.com/p/11w6uj
56894,0,1685529265,Sun May 03 00:48:23 PDT 2009,NO_QUERY,GardenNymphA,@Lindserkins1983 I lost the love of my life in a car accident caused by speed 
258729,0,1985259575,Sun May 31 16:45:16 PDT 2009,NO_QUERY,India143,is depressed 
266039,0,1988917729,Sun May 31 23:45:56 PDT 2009,NO_QUERY,JyotiPhartiyal,is f-ing exhausted. Don't think I'm gonna make this deadline 
787994,0,2325031260,Thu Jun 25 04:36:48 PDT 2009,NO_QUERY,julsgp,@jay3199 wow.. i once saw an Albino deer in Denmark.. Unfortunately the next day in the newspapers they took it down  Evil i tell u
167679,0,1961832029,Fri May 29 10:06:38 PDT 2009,NO_QUERY,posttheist,She didn't make the challenge 
778858,0,2322791261,Wed Jun 24 23:16:49 PDT 2009,NO_QUERY,joeydavi,@Meredith125 good night love. i'm sleeping @ home tonight... SARS!  see you tomorrow?? obvii
99074,0,1793502076,Thu May 14 02:56:31 PDT 2009,NO_QUERY,Bertybots,First day of study leave shame that I have to study 
409571,0,2059675668,Sat Jun 06 17:24:39 PDT 2009,NO_QUERY,missevangeline,@djL2 I wuv my Mommmmmy 
255903,0,1984600727,Sun May 31 15:25:46 PDT 2009,NO_QUERY,diddyrundacity,@MSHYMAINTENANCE smh@u u aint show me no luv on friday 
313590,0,2001788821,Tue Jun 02 02:04:40 PDT 2009,NO_QUERY,mzcornejo,Wishing I was in bed with Elmer and Emi. Miss u guys! I hate Mondays and Tuesdays cuz of graveyard 
540076,0,2199624830,Tue Jun 16 17:46:14 PDT 2009,NO_QUERY,danaegan,"i never understood, you cant have your cake and eat it too, until just now.... "
501424,0,2187192277,Mon Jun 15 19:55:33 PDT 2009,NO_QUERY,hautepanther,@d_rock81 Ouch!  I hope no one was around to see.
435318,0,2065396861,Sun Jun 07 08:30:38 PDT 2009,NO_QUERY,skinnypolelegs,Graduation dinner with my family &amp; Wade! Counting down the hours until I get my wisdom teeth out tomorrow  UGH!
623488,0,2229576396,Thu Jun 18 15:54:55 PDT 2009,NO_QUERY,lilpunkychik,I miss seeing my guinea pig everyday. 
374226,0,2051201409,Fri Jun 05 21:05:36 PDT 2009,NO_QUERY,Lizfig3,"@pandafandanga werd. I miss him. Hell man, I miss your whole family like crazy. "
714215,0,2259058984,Sat Jun 20 16:57:05 PDT 2009,NO_QUERY,theusofaugust,@courtneythe1st  
358245,0,2045172214,Fri Jun 05 10:20:29 PDT 2009,NO_QUERY,diehairdye,@byepolaroid no away we go in theaters here for us 
114756,0,1826451962,Sun May 17 08:32:40 PDT 2009,NO_QUERY,zsoczi02,wanna go somewhere but noone has enough time 
252634,0,1983790458,Sun May 31 13:50:30 PDT 2009,NO_QUERY,textdrivebys,@misskrisha  @fiercebanana it's goya yellow rice  never had arroz con gandules
43835,0,1676663167,Fri May 01 22:45:24 PDT 2009,NO_QUERY,Youthenrage,@jaredcarman  wish I could...
540265,0,2199689242,Tue Jun 16 17:51:48 PDT 2009,NO_QUERY,noctovis,fever doesn't want to go away  and i can't sleep...
53676,0,1680699297,Sat May 02 12:17:24 PDT 2009,NO_QUERY,thomasdavies,"Ooo, work was long and tough today "
179640,0,1966312575,Fri May 29 17:32:06 PDT 2009,NO_QUERY,pinkelephantpun,"A bunny was eating my moms plants. Naturally, she started shooting. No more bunny. "
581524,0,2214313677,Wed Jun 17 16:33:59 PDT 2009,NO_QUERY,suzienickles,.. let someone talk me into a perm and if it doesnt get fixed soon i am going to pull a b. spears and shave my head  ..
591423,0,2217648624,Wed Jun 17 21:10:22 PDT 2009,NO_QUERY,dawnoftheprawn,desperately rethinking how im getting to cleveland and with who.  weird day at work. weird weird weird.
332842,0,2013136641,Tue Jun 02 21:59:58 PDT 2009,NO_QUERY,kappachan,@kysol I goof around on a G5 at home. At work it's a PC. 
325067,0,2006895076,Tue Jun 02 11:50:36 PDT 2009,NO_QUERY,lovesickass,"@hmgarrison Right? Boring picture &amp; art and the face should have been red, idk "
140913,0,1881142747,Fri May 22 03:44:36 PDT 2009,NO_QUERY,mizz_dgaf,"@taylorswift13 I really wish I could be there, but after I found out you were coming here, all the tickets were already sold out! "
50851,0,1678660870,Sat May 02 07:22:39 PDT 2009,NO_QUERY,TheFirstChibi,@kelly960 Oh god *hugs* i'm so sorry 
32709,0,1564316974,Mon Apr 20 02:53:38 PDT 2009,NO_QUERY,araeofsunshine,@christay0102 not that bad felt like I'd never left..been a few changes but soon pick them up. Back tonight  how's you?
597561,0,2219301350,Thu Jun 18 00:13:56 PDT 2009,NO_QUERY,Spider_girl,I WANNA WATHC IN THE NIGHT GARDEN!!!! AND MY SISTERS TEASING MEEE 
393551,0,2055427236,Sat Jun 06 09:17:46 PDT 2009,NO_QUERY,Boity,@DJFreshSA Heard u did an amazing job at featherbrooke. i regret not goiing cuz everybody at Monash went. 
365154,0,2048449223,Fri Jun 05 15:13:02 PDT 2009,NO_QUERY,swestin,Looking forward to the Alberta Provincial Amputee Open Golf Tournament tomorrow in Edmonton. Weather report continues to deteriorate 
125357,0,1834299850,Mon May 18 02:24:09 PDT 2009,NO_QUERY,getvisible,@michellecrofts lol do it! I've crossed 1 off and added 2 more  I'm doing the quick ones now to make myself feel better 
645300,0,2236245136,Fri Jun 19 03:12:35 PDT 2009,NO_QUERY,melissamdoyle,@switchwilder JEALOUS 
158178,0,1956550336,Thu May 28 22:07:26 PDT 2009,NO_QUERY,ShereePhipps,my leg and my back hurts pretty bad. 
87660,0,1754563086,Sun May 10 06:41:28 PDT 2009,NO_QUERY,gojaybit,happy mothers day hungover 
345454,0,2015902185,Wed Jun 03 05:46:05 PDT 2009,NO_QUERY,_kirsty123,james has gone  &amp; then there were 3
611330,0,2224539825,Thu Jun 18 09:37:38 PDT 2009,NO_QUERY,MOMboTV,@keepsakebaby Awe.....I hope your babies feel better soon 
144581,0,1881998130,Fri May 22 06:01:25 PDT 2009,NO_QUERY,hollyheartsnick,"@itsangelcarter angel, what is the address? i tried to find it online but couldn't! "
300756,0,1998420903,Mon Jun 01 18:31:12 PDT 2009,NO_QUERY,AmerLynnFreddy,PAIN  *tear*
559004,0,2204881812,Wed Jun 17 03:22:56 PDT 2009,NO_QUERY,monalisa91,@shawncorson no. but i have never been allowed to dye my hair.. and now she is. 
206540,0,1973260455,Sat May 30 10:48:17 PDT 2009,NO_QUERY,rachelellenw,My knees hurt. 
797621,0,2328241566,Thu Jun 25 09:20:27 PDT 2009,NO_QUERY,BarBeeBritt, not feelin well
5666,0,1469151512,Tue Apr 07 05:24:12 PDT 2009,NO_QUERY,conn1231,The suns out and I'm stuck inside 
692364,0,2252473331,Sat Jun 20 06:20:39 PDT 2009,NO_QUERY,thebluemoongirl,Up early again with Miss Busy. Of course DH has decided not to join us.  Irritating. Sigh... Oh well. At least I can take a nap later.
152050,0,1932653224,Tue May 26 21:55:12 PDT 2009,NO_QUERY,SarahMorrison,@choitotheworld Gross Mary 
705201,0,2256287147,Sat Jun 20 12:32:46 PDT 2009,NO_QUERY,ClauBand,@ThiOliveiras To no ar Thi!!! 
74086,0,1694705760,Mon May 04 03:47:58 PDT 2009,NO_QUERY,Zoezxxx,"@_stargirl Im sorry your dog died, 2 of my cats died the same way "
308402,0,2000678087,Mon Jun 01 22:40:54 PDT 2009,NO_QUERY,mattsantucci,@elzombo What time? I don't even know. 
580031,0,2213749297,Wed Jun 17 15:47:36 PDT 2009,NO_QUERY,anthon215,@megansaul wish I could! I'm broke though 
681955,0,2249871660,Fri Jun 19 23:11:40 PDT 2009,NO_QUERY,greengirlblinks,@zacseif way to bash at my favorites 
625013,0,2230101540,Thu Jun 18 16:38:29 PDT 2009,NO_QUERY,WirthDesign,@g33kguy I know! Their music and her vocals were unmatchable.. here comes another Evans Blue 
769781,0,2301566135,Tue Jun 23 15:36:47 PDT 2009,NO_QUERY,merib,Late to dinner... And def could have stayed a couple more hours at work. Too much to do 
723038,0,2261673438,Sat Jun 20 21:09:42 PDT 2009,NO_QUERY,hawa_,I have to redo my homework cause I spilt coke on my file &amp; I want to cry! 
19849,0,1556947766,Sun Apr 19 01:10:01 PDT 2009,NO_QUERY,Ali1702,@Boogaloo1 how come?? 
19563,0,1556881978,Sun Apr 19 00:49:09 PDT 2009,NO_QUERY,Purity1207,Forensic Files will blow ur mind. A reality that anyone can be a killer. Sad but true. 
792260,0,2326221832,Thu Jun 25 06:43:56 PDT 2009,NO_QUERY,Super_Manz,Fuck. Another funeral. 
566548,0,2206888089,Wed Jun 17 07:11:36 PDT 2009,NO_QUERY,HarveyHart,@CreativeNerdSam GUTTED! i was at work all weekend 
76956,0,1695922807,Mon May 04 07:14:30 PDT 2009,NO_QUERY,mrsrincon,"@puggylicious aww....poor kitties, booo...who ever did that to them! "
708180,0,2257224438,Sat Jun 20 14:00:00 PDT 2009,NO_QUERY,mimi0325,making sats update and its Rainy 
512447,0,2190142598,Tue Jun 16 01:53:25 PDT 2009,NO_QUERY,peroxideprinces,@soo_zee http://www.arizonafallfrenzy.com/  PLEASE!.
210259,0,1974198794,Sat May 30 12:38:25 PDT 2009,NO_QUERY,MzDavis09,@lilgary take what back? Im lost  lol
192712,0,1969910721,Sat May 30 01:41:51 PDT 2009,NO_QUERY,LaurenHolden90,cannot believe i have got to revise on  a day like this! 
448622,0,2069040926,Sun Jun 07 15:09:19 PDT 2009,NO_QUERY,trinalynn13901,*sigh* still trying to fix my ipod... 
556352,0,2204259475,Wed Jun 17 01:44:49 PDT 2009,NO_QUERY,chen17,"Can't believe. Yesterday was the last day in school,we had an awesome party.  it's fucking over! I'm gonna miss soo many people "
302839,0,1999190937,Mon Jun 01 19:47:49 PDT 2009,NO_QUERY,caitie13,JUST ME AND THESE FOUR WALLS AGAIN la la la la la..................... screams! i dont like thunder! 
147109,0,1882673661,Fri May 22 07:17:20 PDT 2009,NO_QUERY,faulko1,that's an injustice @anz_rocks19 ent to the dentist and she was brave.. they didn't give her a sticker 
675081,0,2247986300,Fri Jun 19 19:55:45 PDT 2009,NO_QUERY,AlexReifel,@follownatalie  You don't love me anymore!
82826,0,1753177696,Sun May 10 00:27:04 PDT 2009,NO_QUERY,taylorlehman27,"feels crappy now, THANKS! also i smell terribly like smoke "
733029,0,2264213841,Sun Jun 21 03:08:37 PDT 2009,NO_QUERY,Cettiina,Cleaned my Room .. an now I'm so tired 
232102,0,1979099406,Sun May 31 01:38:10 PDT 2009,NO_QUERY,rellensb,Damn rain! Harajuku was a wash out. Glimpses of cool fashion mixed with damp irritability 
338233,0,2014382702,Wed Jun 03 01:20:44 PDT 2009,NO_QUERY,evan_a,waiting... 
292881,0,1996147303,Mon Jun 01 14:36:31 PDT 2009,NO_QUERY,McNastyIV,I can't fucking win!!! I guess I'll never be good enough or everything you want. idk what to do. 
333063,0,2013236257,Tue Jun 02 22:12:30 PDT 2009,NO_QUERY,uhohtess,"Sooo, per the Doc, pulled a calf muscle which means no jumping around for a week or so  hmm."
73331,0,1694485846,Mon May 04 02:50:42 PDT 2009,NO_QUERY,WayneMcNicol,Is propper gutted the heat went out last night 
81707,0,1752810407,Sat May 09 23:04:06 PDT 2009,NO_QUERY,LovableKeKe,@DawnRichard HEEEEEEEEEY BIG SIS!!!!!!!! I TOTALLY KNO U BUSY BUT I WANNA HAVE A CONVO WITH U. WHEN U COMMENT ME ON HERE I ONLY GET A HEY 
430138,0,2064268077,Sun Jun 07 05:46:20 PDT 2009,NO_QUERY,ChloeDallanegra,why is noody tweeting today  im really bored. someone make this exciting!!
42303,0,1676033669,Fri May 01 20:55:48 PDT 2009,NO_QUERY,emnicmo,Jack johnson... Better Together. Best song on the night 
487296,0,2182037460,Mon Jun 15 12:38:10 PDT 2009,NO_QUERY,ayoslang,@evieness That looks good and reminds me it's lunchtime here. Too bad there are no rib places nearby 
562556,0,2205691610,Wed Jun 17 05:15:27 PDT 2009,NO_QUERY,catalina1482,My heart is actually breaking 
543078,0,2200653516,Tue Jun 16 19:11:24 PDT 2009,NO_QUERY,OMJonas888,"@JoeDanja It makes me want to say, I love you and I won't let anyting bad happen to you, I said the same thing to Nick but he didn't care "
528173,0,2194962952,Tue Jun 16 10:29:41 PDT 2009,NO_QUERY,Lizzle09,@loisyoung92 omg  gutted. My media didnt save properly so now i have to do it again 
652459,0,2238225214,Fri Jun 19 06:59:51 PDT 2009,NO_QUERY,iluvpepi,Being an office chair potato 
307494,0,2000486575,Mon Jun 01 22:13:29 PDT 2009,NO_QUERY,GrantLG,I'm no longer an employee of Trader Joe's  Now it's off to Tawonga 
269876,0,1989705008,Mon Jun 01 02:30:49 PDT 2009,NO_QUERY,chipsandpie,Gutted that we didn't win last week's pitch. 
426753,0,2063600499,Sun Jun 07 03:19:25 PDT 2009,NO_QUERY,vincentkriek,Internet is broken at home. The modem isn't doing wat it should and now i need my username/pw from kpn but I don't know where to get it 
361024,0,2046683531,Fri Jun 05 12:32:23 PDT 2009,NO_QUERY,ztwit09,20% battery life left. I may have to hold off on tweeting for now. This is the worst possible thing. Worse than drowning puppies  &lt;/3
159503,0,1956852406,Thu May 28 22:51:24 PDT 2009,NO_QUERY,weirdbitch,@HarryRHamlin lovely now ill have nightmares 
672222,0,2247106839,Fri Jun 19 18:35:57 PDT 2009,NO_QUERY,ArcadianDreams,@HautTotes Oh no.  I'm so sorry for you and your daughter.
36274,0,1565611181,Mon Apr 20 07:09:42 PDT 2009,NO_QUERY,Swalts918,Only 6 more aeronautic classes! I cant believe there are only 3 weeks of school left.  I'm going to miss oxford over the next 9 months 
288609,0,1994653101,Mon Jun 01 12:15:12 PDT 2009,NO_QUERY,cheesteak,I tried so hard and got so far but in the end the calzone beat me 
383288,0,2053166764,Sat Jun 06 03:32:10 PDT 2009,NO_QUERY,lubanfi26,"i completly want to change ALL my life.. id like be another very different person and live totally in another place, country, world...... "
690234,0,2251966886,Sat Jun 20 05:05:39 PDT 2009,NO_QUERY,iamcourtnie,I need more friends on here!!! 
676721,0,2248478301,Fri Jun 19 20:41:17 PDT 2009,NO_QUERY,th0mm0,ps disliking the parklife ticket price 
331670,0,2012808845,Tue Jun 02 21:19:45 PDT 2009,NO_QUERY,charlieboy808,@Hnygirl2000 all i managed to get is the minimum for my phone thats about it  but i can call now so YAY!!
247287,0,1982444083,Sun May 31 11:13:14 PDT 2009,NO_QUERY,Jb_Phillies_Fan,thinking about the phillies game that im not allowed to watch  were not even studying!
508317,0,2189132137,Mon Jun 15 23:18:56 PDT 2009,NO_QUERY,Mahzu,@ooh_carrera babe..... i dunno not sure yet wthr im going back hmm.. 
544099,0,2200999633,Tue Jun 16 19:39:59 PDT 2009,NO_QUERY,catcherdudesmom,@happysunshien no u do not.  
211806,0,1974579756,Sat May 30 13:25:24 PDT 2009,NO_QUERY,semipenguin,"Just because you can go shirtless, doesn't mean you should go shirtless  #putashirton"
144968,0,1882096496,Fri May 22 06:13:25 PDT 2009,NO_QUERY,mistee84,@asherz86 That's not good 
56685,0,1685475725,Sun May 03 00:33:22 PDT 2009,NO_QUERY,alsalem87,I want to run away from finals 
512249,0,2190094368,Tue Jun 16 01:45:03 PDT 2009,NO_QUERY,deadey,seems like yesterday i was graduating from high school. oh how time flies! 
374422,0,2051236126,Fri Jun 05 21:16:14 PDT 2009,NO_QUERY,Fearless_,@AshleyOlsen7  sorry about lucas 
763480,0,2298401422,Tue Jun 23 11:37:56 PDT 2009,NO_QUERY,marinatrudell,"@Megan_Park show was great, So sad for grace though  I know she'll get thru this."
768831,0,2301146413,Tue Jun 23 15:03:34 PDT 2009,NO_QUERY,Snakeyes1123,@Knunez It doesn't help the sox are batting an AL worst .219 at home. 
52233,0,1679350795,Sat May 02 09:08:41 PDT 2009,NO_QUERY,danielazak,i don't want school tomorrow 
309659,0,2000952161,Mon Jun 01 23:24:56 PDT 2009,NO_QUERY,brittanyhampton,My phone can't come soon enough 
132481,0,1835764876,Mon May 18 06:42:13 PDT 2009,NO_QUERY,Poisonix,Headache 
599740,0,2220739936,Thu Jun 18 03:51:34 PDT 2009,NO_QUERY,moof,I seem to be having twitter API problems. 
695225,0,2253197809,Sat Jun 20 07:45:30 PDT 2009,NO_QUERY,LaurenMSea,Only one week left with the chimpies!!! 
305702,0,2000055378,Mon Jun 01 21:19:21 PDT 2009,NO_QUERY,Chubee78,@CYNTHIAMUNOZ wheres my food?! I feel so left out 
454022,0,2070487289,Sun Jun 07 17:46:54 PDT 2009,NO_QUERY,thatflygirl,@TovSoHandsome mad at you! How come I didn't get an invite to summer jam 
581838,0,2214414883,Wed Jun 17 16:42:35 PDT 2009,NO_QUERY,KaiserWillis,"@violinistliz i wish i had free boobs  (manboobs dont count, i dont want them)"
22336,0,1557465375,Sun Apr 19 04:16:53 PDT 2009,NO_QUERY,anurag_verma,explanation exceeds 140 chars.... 
173603,0,1964097295,Fri May 29 13:43:11 PDT 2009,NO_QUERY,MelissaP4484,Sooo the Children's Museum was closed for a fund raiser when we got there.  annoying
436390,0,2065655022,Sun Jun 07 09:02:01 PDT 2009,NO_QUERY,daniel_myers,I seem to be making a habbit out of not falling asleep until very late 
182040,0,1967041322,Fri May 29 18:52:00 PDT 2009,NO_QUERY,christinachick,Prolly not gonna get coffee since my mom's still mowing. Yes. She's still mowing this late... I really wanted coffee.... 
665886,0,2245084439,Fri Jun 19 15:37:59 PDT 2009,NO_QUERY,michellekoliva,I lost my voice.... 
557166,0,2204448145,Wed Jun 17 02:14:37 PDT 2009,NO_QUERY,AlmostBourdain,Which recipe should I post tomorrow? Asparagus Cappucino or Roti Dog? Undecided 
167816,0,1961898052,Fri May 29 10:12:40 PDT 2009,NO_QUERY,CassyAD,can't wait to november for Jobros concert ! In examination 
54399,0,1681066561,Sat May 02 13:08:16 PDT 2009,NO_QUERY,iand,noooo. an exclusive extended commercial 
205293,0,1972835772,Sat May 30 09:58:49 PDT 2009,NO_QUERY,redbadgerette,"I'm boating all weekend, but not checking the weather report, failed to anticipate sun "
15465,0,1554159767,Sat Apr 18 16:13:57 PDT 2009,NO_QUERY,Hppy2bme,Recovering from a dinner that was much too large 
763052,0,2298151939,Tue Jun 23 11:19:15 PDT 2009,NO_QUERY,ashleyjeree,"@BajaFreshIdaho that sounds lovely, but I can't leave work today. "
640306,0,2234947712,Fri Jun 19 00:05:26 PDT 2009,NO_QUERY,aud_88,i need a new car... and that’s not me just saying it.. i actually need one 
641444,0,2235248632,Fri Jun 19 00:46:10 PDT 2009,NO_QUERY,Bommels,i hat twiiter. i can't follwing more twitters. 
506674,0,2188710458,Mon Jun 15 22:24:35 PDT 2009,NO_QUERY,missdeex0,THANK GOD! they have from a womans hand on here since i lost my gotta make it cd somewhere in my room 
93437,0,1770649155,Mon May 11 21:52:51 PDT 2009,NO_QUERY,shybebz,"Aw poor ting I was wiping my roms &amp; stepped backwards n felt sumtin soft, it was 2 baby birds cuz my bf trimed the palm &amp; the nest fell "
271222,0,1989980621,Mon Jun 01 03:28:50 PDT 2009,NO_QUERY,thechildoftime,Heading into college instead of seeing my lovely friends!  Jamie = Not Happy!
539995,0,2199601147,Tue Jun 16 17:44:12 PDT 2009,NO_QUERY,painintheside,@Mrs_ESTMR Twades says it all  #hhrs
492224,0,2184133133,Mon Jun 15 15:28:10 PDT 2009,NO_QUERY,RazorGlass,Hey @amandapalmer Damn i wish i had money  (have already bought tix for ed fringe show though)  (amandapalmer live &gt; http://ustre.am/1qRf)
481963,0,2179844389,Mon Jun 15 09:39:44 PDT 2009,NO_QUERY,amarafox,I woke up today and thought it was Sunday 
334432,0,2013571345,Tue Jun 02 23:00:29 PDT 2009,NO_QUERY,TiaraDarnae,@BrazillofBLAK cuz u never get my texts 
400487,0,2057423504,Sat Jun 06 12:58:47 PDT 2009,NO_QUERY,unleashedlive,@rustybuckets http://www.speedtest.net/result/490119884.png   vs. 11Mb/s down and 1mb/s up
338925,0,2014536678,Wed Jun 03 01:51:48 PDT 2009,NO_QUERY,tomjelley,@followelsie I wish I could go...I love the Lexington almost as much as PWY 
55068,0,1684951219,Sat May 02 22:33:28 PDT 2009,NO_QUERY,sumants,@saintartaud Soderbergh's Solaris was terrible. 
629428,0,2231641842,Thu Jun 18 18:49:55 PDT 2009,NO_QUERY,jennihof,"@ShiftyWooten We're 5*, so who knows. And sadly, I'm not doing Houston. "
61253,0,1686659190,Sun May 03 06:18:35 PDT 2009,NO_QUERY,razgriz1412,Playing FFVII Dirge of Cerberus without keyboard and mouse 
385774,0,2053673147,Sat Jun 06 05:20:40 PDT 2009,NO_QUERY,StockingsAddict,@VickiGarlick It is.  I'm starting to get sick with worry.  
452999,0,2070198404,Sun Jun 07 17:16:00 PDT 2009,NO_QUERY,scotmendenhall,"Got wet, stood in line, watch poor leadership, stood in line more, tried to stay dry....... Still waiting  bad Regal"
392171,0,2055084285,Sat Jun 06 08:40:06 PDT 2009,NO_QUERY,webwoke,ohh s**t... drop by 1  53. sulumitsretsambew.biz
418611,0,2061808467,Sat Jun 06 21:39:47 PDT 2009,NO_QUERY,restey11,@JessiCaCa Not if you're not gunna be there 
604683,0,2222019710,Thu Jun 18 06:22:26 PDT 2009,NO_QUERY,SamMahmood,@British_Airways  When do you plan on running another 'I want to go' competition? 
469628,0,2176252162,Mon Jun 15 03:21:09 PDT 2009,NO_QUERY,tremendous_fun,Ate waaaaaay too much at the weekend.  Now it's time to starve myself to make up for it. 
13067,0,1553079651,Sat Apr 18 13:19:10 PDT 2009,NO_QUERY,smp3000,I was just told I'm old 
478790,0,2178656914,Mon Jun 15 08:01:15 PDT 2009,NO_QUERY,brandieknight,"Had a great time at the Lake. I wish that weekends were longer   Going back in 2 weeks, might even take a few vacation days from work!"
579900,0,2213649685,Wed Jun 17 15:39:34 PDT 2009,NO_QUERY,itsabell,fuck i missed my 1500th tweet! and i was gonna dedicate it to @HerrCykelpump and all 
